Page,Date,Views,Page_Name,Project,Access,Agent,Year,Month,DayOfWeek,DayOfWeekName,Quarter,WeekOfYear
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-26,173.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,2,Wednesday,4,43
5566_zh.wikipedia.org_all-access_spider,2016-10-26,25.0,5566,zh.wikipedia.org,all-access,spider,2016,10,2,Wednesday,4,43
91Days_zh.wikipedia.org_all-access_spider,2016-10-26,96.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,2,Wednesday,4,43
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-26,80.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,2,Wednesday,4,43
AKB48_zh.wikipedia.org_all-access_spider,2016-10-26,30.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,2,Wednesday,4,43
2NE1_zh.wikipedia.org_all-access_spider,2016-10-27,20.0,2NE1,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
2PM_zh.wikipedia.org_all-access_spider,2016-10-27,21.0,2PM,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
3C_zh.wikipedia.org_all-access_spider,2016-10-27,3.0,3C,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
4minute_zh.wikipedia.org_all-access_spider,2016-10-27,10.0,4minute,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-27,5.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
5566_zh.wikipedia.org_all-access_spider,2016-10-27,15.0,5566,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
91Days_zh.wikipedia.org_all-access_spider,2016-10-27,9.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-27,53.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
AKB48_zh.wikipedia.org_all-access_spider,2016-10-27,40.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,3,Thursday,4,43
2NE1_zh.wikipedia.org_all-access_spider,2016-10-28,12.0,2NE1,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
2PM_zh.wikipedia.org_all-access_spider,2016-10-28,27.0,2PM,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
3C_zh.wikipedia.org_all-access_spider,2016-10-28,3.0,3C,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
4minute_zh.wikipedia.org_all-access_spider,2016-10-28,21.0,4minute,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-28,10.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
5566_zh.wikipedia.org_all-access_spider,2016-10-28,15.0,5566,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
91Days_zh.wikipedia.org_all-access_spider,2016-10-28,14.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-28,38.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
AKB48_zh.wikipedia.org_all-access_spider,2016-10-28,23.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,4,Friday,4,43
2NE1_zh.wikipedia.org_all-access_spider,2016-10-29,19.0,2NE1,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
2PM_zh.wikipedia.org_all-access_spider,2016-10-29,33.0,2PM,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
3C_zh.wikipedia.org_all-access_spider,2016-10-29,2.0,3C,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
4minute_zh.wikipedia.org_all-access_spider,2016-10-29,15.0,4minute,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-29,10.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
5566_zh.wikipedia.org_all-access_spider,2016-10-29,19.0,5566,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
91Days_zh.wikipedia.org_all-access_spider,2016-10-29,17.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-29,102.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
AKB48_zh.wikipedia.org_all-access_spider,2016-10-29,26.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,5,Saturday,4,43
2NE1_zh.wikipedia.org_all-access_spider,2016-10-30,50.0,2NE1,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
2PM_zh.wikipedia.org_all-access_spider,2016-10-30,15.0,2PM,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
3C_zh.wikipedia.org_all-access_spider,2016-10-30,2.0,3C,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
4minute_zh.wikipedia.org_all-access_spider,2016-10-30,103.0,4minute,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-30,18.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
5566_zh.wikipedia.org_all-access_spider,2016-10-30,102.0,5566,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
91Days_zh.wikipedia.org_all-access_spider,2016-10-30,42.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-30,54.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
AKB48_zh.wikipedia.org_all-access_spider,2016-10-30,43.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,6,Sunday,4,43
2NE1_zh.wikipedia.org_all-access_spider,2016-10-31,16.0,2NE1,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-10-31,24.0,2PM,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-10-31,6.0,3C,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-10-31,22.0,4minute,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-10-31,20.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-10-31,23.0,5566,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-10-31,17.0,91Days,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-10-31,41.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-10-31,42.0,AKB48,zh.wikipedia.org,all-access,spider,2016,10,0,Monday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-01,30.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-01,13.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-01,1.0,3C,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-01,15.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-01,11.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-01,26.0,5566,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-01,7.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-01,77.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-01,19.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-02,18.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-02,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-02,3.0,3C,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-02,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-02,5.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-02,21.0,5566,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-02,20.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-02,73.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-02,29.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-03,25.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-03,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-03,3.0,3C,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-03,11.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-03,6.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-03,25.0,5566,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-03,12.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-03,21.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-03,24.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-04,14.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-04,26.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-04,3.0,3C,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-04,15.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-04,33.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-04,53.0,5566,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-04,10.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-04,77.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-04,72.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-05,20.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-05,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-05,2.0,3C,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-05,7.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-05,13.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-05,13.0,5566,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-05,5.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-05,107.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-05,35.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-06,8.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
2PM_zh.wikipedia.org_all-access_spider,2016-11-06,21.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
3C_zh.wikipedia.org_all-access_spider,2016-11-06,10.0,3C,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
4minute_zh.wikipedia.org_all-access_spider,2016-11-06,12.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-06,10.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
5566_zh.wikipedia.org_all-access_spider,2016-11-06,22.0,5566,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
91Days_zh.wikipedia.org_all-access_spider,2016-11-06,87.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-06,185.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
AKB48_zh.wikipedia.org_all-access_spider,2016-11-06,27.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,44
2NE1_zh.wikipedia.org_all-access_spider,2016-11-07,67.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-07,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-07,2.0,3C,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-07,13.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-07,22.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-07,33.0,5566,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-07,26.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-07,33.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-07,89.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-08,13.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-08,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-08,2.0,3C,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-08,9.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-08,11.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-08,19.0,5566,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-08,46.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-08,150.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-08,52.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-09,41.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-09,54.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-09,2.0,3C,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-09,8.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-09,8.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-09,18.0,5566,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-09,11.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-09,42.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-09,30.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-10,10.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-10,5.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-10,7.0,3C,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-10,21.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-10,4.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-10,21.0,5566,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-10,9.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-10,80.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-10,25.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,3,Thursday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-11,21.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-11,10.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-11,3.0,3C,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-11,16.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-11,10.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-11,24.0,5566,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-11,7.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-11,70.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-11,60.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,4,Friday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-12,13.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-12,12.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-12,6.0,3C,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-12,38.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-12,13.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-12,22.0,5566,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-12,11.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-12,81.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-12,25.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,5,Saturday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-13,8.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
2PM_zh.wikipedia.org_all-access_spider,2016-11-13,11.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
3C_zh.wikipedia.org_all-access_spider,2016-11-13,4.0,3C,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
4minute_zh.wikipedia.org_all-access_spider,2016-11-13,13.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-13,11.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
5566_zh.wikipedia.org_all-access_spider,2016-11-13,21.0,5566,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
91Days_zh.wikipedia.org_all-access_spider,2016-11-13,7.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-13,59.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
AKB48_zh.wikipedia.org_all-access_spider,2016-11-13,63.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,6,Sunday,4,45
2NE1_zh.wikipedia.org_all-access_spider,2016-11-14,15.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
2PM_zh.wikipedia.org_all-access_spider,2016-11-14,14.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
3C_zh.wikipedia.org_all-access_spider,2016-11-14,2.0,3C,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
4minute_zh.wikipedia.org_all-access_spider,2016-11-14,14.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-14,8.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
5566_zh.wikipedia.org_all-access_spider,2016-11-14,18.0,5566,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
91Days_zh.wikipedia.org_all-access_spider,2016-11-14,8.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-14,19.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
AKB48_zh.wikipedia.org_all-access_spider,2016-11-14,32.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,0,Monday,4,46
2NE1_zh.wikipedia.org_all-access_spider,2016-11-15,14.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
2PM_zh.wikipedia.org_all-access_spider,2016-11-15,28.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
3C_zh.wikipedia.org_all-access_spider,2016-11-15,4.0,3C,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
4minute_zh.wikipedia.org_all-access_spider,2016-11-15,17.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,2016-11-15,6.0,52_Hz_I_Love_You,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
5566_zh.wikipedia.org_all-access_spider,2016-11-15,30.0,5566,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
91Days_zh.wikipedia.org_all-access_spider,2016-11-15,14.0,91Days,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
A'N'D_zh.wikipedia.org_all-access_spider,2016-11-15,55.0,A'N'D,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
AKB48_zh.wikipedia.org_all-access_spider,2016-11-15,44.0,AKB48,zh.wikipedia.org,all-access,spider,2016,11,1,Tuesday,4,46
2NE1_zh.wikipedia.org_all-access_spider,2016-11-16,12.0,2NE1,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,46
2PM_zh.wikipedia.org_all-access_spider,2016-11-16,23.0,2PM,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,46
3C_zh.wikipedia.org_all-access_spider,2016-11-16,6.0,3C,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,46
4minute_zh.wikipedia.org_all-access_spider,2016-11-16,26.0,4minute,zh.wikipedia.org,all-access,spider,2016,11,2,Wednesday,4,46
